TranslatedRecipeName,TotalTimeInMins
Carrot Semolina Phirni ,40
Andhra Style Uppu Pindi  ,40
Chana Dal Khichdi,40
Postal Millet Salt Pudding,30
Ambur Star Chicken Biryani,55
Punjabi Steel Bundi Kadhi,40
Boti Masala Chaat,15
Matar Ki Tehri,50
Beans Curry,45
Mushroom Ghee Roast,35
Mullangi Mor Pachadi  ,15
Mangalorean Style Bafat Pito,10
Pineapple Rasam,45
Chocolate Cheese Gujiya,45
Mediterranean Orzo Pasta Salad With Feta Vinaigrette,25
Andhra Style Vegetarian Biryani with Soya Chunks,75
Kerala Style Vendakka Uppadan,35
Pudina Pyaz Kachumber Salad,10
Sweet & Spicy Ripe Mango Curry,55
Poondu Milagu Kuzhambu,30
Palak Paneer,60
Aloo Masala Puri,40
Goan Style Brinjal Bharta,55
Dahi Sabudana  ,155
Horsegram And Foxtail Millet Idli,30
Kashmiri Style Nadru,60
Karnataka Style Ranjaka,25
Grilled Tomato And Cheese Sandwich,15
Bangalore Restaurant Style Sambar,40
Odia Chatu Besara  ,50
Veg Lebanese Mihshi Malfuf  ,60
Baked Paneer Corn Kebab,55
Apple Roses  With Homemade Puff Pastry Sheets ,75
Thai Pumpkin Soup With Red Curry Paste,45
Cheese And Olive Spaghetti,35
Mushroom Curry ,45
Mirchi Pakodi,40
Assamese Style Ghila Pitha  ,40
Mushroom Thoran,40
Corn And Peas Curry,55
Kala Vatana Amti,40
Sprouted Moong Dal,25
Kerala Chicken Roast,90
Kerala Style Taro Root Curry  ,40
Pavakka Pachadi,25
Dry Fruits Spongy Cake,60
Broccoli Egg Bhurji,30
Chutney Podi Sadam,30
Lemon Coconut Chia Energy Balls,20
Whole Wheat Spinach And Tofu Paratha,50
Eggless Tutti Frutti Cake,65
Mooli Bhurji,35
Kiwi Basil Lemonade,15
Vegetable Dal Pakor,50
Bhel Puri,40
Strawberry Raita,30
Chironji and Makhane Kheer,45
Black Cherry Glazed Thandai Burfi,55
Eggless Nutella Crepes With Strawberries,35
Chickpea Potato,25
Rase Wale Aloo  ,50
Stuffed Mango Pickle,35
Biryani Chammanthi  ,25
Easy Gajar Halwa  With Khoya Made In A Pressure Cooke,35
Garlic Red Chicken Gravy,20
Vepampoo Kara Colomb,55
Bell Pepper Sabji,20
Dim Posto,65
Patishapta  ,35
Omakka Curry,30
Buckwheat Apple Cinnamon Loaf Cake,40
Foxtail Millet Paruppu Adai With Keerai,250
Pasta Payasam,50
Penne Pasta In White Sauce,30
Dal Tadka  Flavored with Lemon and Coriande,40
Tandoori Chicken Momo,50
Chettinad Beans & Cauliflower Poriyal  ,40
Strawberry & Chocolate Rolls  With Vanilla Glaz,135
Healthy Fulkopir Paturi  ,85
French Toast  With Oven Roasted Streaky Baco,20
Banarasi Style Tomato Chaat,35
Baked Modak and Karanji / Gujiya,45
Dal Banjara,50
Zucchini Keerai Thogayal,30
Pan Fried Onion Pakora,40
Chicken Lasagna,55
Egg Scramble With Drumstick Leaves,20
Sweet and Spicy Tomato Chutney  With Garli,30
Veppam Poo Rasam  ,45
Broccoli Almond Soup,30
Odia Style Chuin Aloo Besara,80
Konkani Style Solkadhi,45
Goan Masoorchi Usali,45
Spinach Potato Frittata Bites,50
Creamy Mushroom Risotto,50
Tawa Mushroom,40
Soft and Crispy Cheese Stuffed Puff Sticks,35
Tomato Jam,50
Gram flour and Chilli vegetable,45
Potato Achari,30
Watermelon Cucumber Gazpacho,45
Shakshuka With Oats,40
Kerala Special Mambazha Puliserry,50
Broad Bean And Courgette Zucchini Pilaf,50
Patiala Aloo,35
Muesli Oats Cupcake Filled with Yogurt and Strawberries,45
KFC Style Crispy Chicken Popcorn,35
Corn Capsicum Sandwich,20
Custard Milk,150
Sesame Bread Patties  ,50
Kongunadu Style Vetrilai Saadam,25
Lauki Bharta ,45
Chettinad Muttai Masala,50
Goan Kaju Curry,55
Bihari Suran Chutney,40
Lahori Aloo,65
Beetroot Chicken Cutlets,50
PC Board GT Pasta,50
Thai Style Khao Tom  ,55
Dahi Batata Puri Chaat,45
Quick Vegetable Noodles,30
Thai Yellow Curry,60
Creamy Mixed Vegetable Risotto,50
Thandai Flavoured Rice Kheer,60
Lemongrass Coconut Rice,40
Cheese And Black Beans Quesadillas,30
Tawa Amritsari Kulcha,60
Paneer Bhurji  With Capsicum ,40
One Pot Spinach Macaroni Pasta,25
Chilli Baby Corn ,35
Sri Lankan Pumpkin Curry,25
Asian Black Pepper Basa Fish,45
Goan Chana Ros,530
Nutty Oats and Berry Truffle,50
Kavati,1470
Baked Masala Namak Para,30
Roasted Bell Pepper Quinoa,30
Chili Coriander and Capsicum Rusk Chutney,30
Millet and Jowar Paniyaram,50
Double Ka Meetha  With Mixed Nuts Rabr,50
Thalipeeth Bhajani,100
Noodle Sizzler With Garlic Pepper Sauce And Baked Vegetables,65
Egg Muffin With Vegetables,40
Sweet & Spicy Totapuri Mango Chutney,40
Healthy Vegetable Fries  ,40
Avarekalu Usli ,40
Andhra Style Pulses ,35
Sugarpare  ,100
Cashew Bunch,30
7 Cups Burfi,25
Punjabi radish bhurji,35
Andhra Cheese & Vegetables Pesarattu,55
Broccoli Salad  with Roasted Onion & Pepper,20
Bihari Green Peas Bharbhara ,40
Punjabi Wadi Choliya Ki Sabzi,40
Mooli Raita,35
Mexican Style Scrambled Egg Enchiladas,75
"Spinach, Apple and Walnut Salad",10
Bhindi With Cashews and Coconut Sabzi,35
Zucchini Lasagna,100
Mutton Shami Kebab,145
Konkan Style Vali Bhajji Ambat,55
Kambu Murukku ,30
Garlic Naan Without Yeast,60
Coconut Ladoo Stuffed With Pistachios,40
Whole Wheat Buttermilk Vanilla Waffles,40
Avocado Parsley Pasta Salad,30
Coleslaw Salad on Sliced Apple,20
Arbi Ka Saag,20
Waffled Falafels and Vegetables,55
Rajasthani Hare Chana Halwa,50
Butter Garlic Naan,270
Garlic Dal,40
 Shape,80
Brinjal Methi Bharta  With Pomagram,50
Bengali Egg Vegetable,65
Spicy Neer Dosa,95
Spaghetti Pasta In Green Olive Pesto Sauce,30
Tomato Onion Vegetable,40
Rajasthani Style Oliya  ,35
Mexican Style Vegetarian Chimichanga,45
Surti Obbattu,70
Togarikalu Akki,20
Easy Potato Kurma,45
Suva Methi Baingan Sabzi  ,35
Matki Chi Rassa Bhaji  ,30
Cream Cheese Swirl Brownies ,50
Aloo Amritsari ,45
Karela Aur Baingan Ki Sabzi,25
Greek Style Briami  ,60
South Indian Style Sorakkai Kootu,40
Tattha Poyaru Sambar,50
Wheat Rava Halwa,30
Kerala Style Vedakkai Pachadi,65
Jaggery Sweetened Apple Oatmeal,30
Vegetable Fried Mug Pulses,50
Healthy Pumpkin Carrot Idli,30
Breakfast Bar  With Berries Quinoa & Oat,20
Rajasthani Ghasela  ,30
Zucchini And Bell Pepper Stir Fry,15
Haldi Ki Sabzi,55
Erode Pallipalayam Chicken Fry,55
Cauliflower Coconut Milk Stew ,50
Oven Baked Sweet Potato Fries,50
Raw Mango and Cucumber Salad,20
Kesar Shahi Tukda With Rabdi  ,85
Phool Gobi Sabzi ,50
Potato Bodi Fry  ,35
"Mango, Avocado And Chickpea Salad",25
"Mung Bean & Tofu Salad  With Sweet Potatoes, Cucumbers & Tomatoe",25
Begun Basanti,40
Badshahi Chicken,55
Vegetarian Pot Pie,110
Sweet Potato And Broccoli Sabzi,40
Alfredo Spaghetti with Roasted Mushroom & Broccoli,60
Andhra Style Mirapakaya Bajji,40
Pudina Quinoa,30
Sprouted Ragi Chicken Cutlet,45
Homemade Ic,45
One Pot Pav Bhaji  Using Preethi Electric Pressure Cooke,55
Cuban Black Bean Salad,20
Kollu Masala Dosa,960
Bengali Style Shak Bhaja,45
Kashmiri Style Haak T Thool,60
Savoury Baked Arbi Chips,25
Gujarati Vaghareli Mag,430
Gujarati Adadiya Ladwa,45
Mung Bean Sprouts Salad  With Brussel Sprouts and Pomegranat,15
Almond Pottukathalai No,40
Konkani Style Sol Kadhi,20
Kokum Saar,30
Lemon Oats,30
Marrakesh Vegetable Curry,35
Chilli Cheese Paratha,50
Chicken Sholay Kebab,30
Moolangi Tovve,40
Kongunadu Cucumber Juice,40
Beetroot Poriyal ,40
Tomato Onion Chutney,25
Saffron Peda,45
Mushroom Methi Brown Rice,55
South Indian Onion Chutney,40
The Paruppu Podi,30
Ruote Pasta & Eggplant Gratin,70
Barnyard Millet Bisi Bele Bath,110
Maharashtrian Aunty,55
Onion Bajji,15
Porridge Bread,15
Foxtail Millet Rava Idli,40
Besan Oats Ladoo,40
Ada Pradhaman  With Homemade Ad,45
Spicy Pickled Paneer Gravy ,60
Grilled Herring With Kasundi Mustard And Wild Celery,20
Creamy Coconut Poached Pears,50
Mutton Dak Bungalow Curry,540
French Brioche  ,250
Karnataka Style Avarekalu Huli Saru  ,35
Spicy Mexican Salsa Verde,35
Gobhi Ke Kofte,75
Jerk Chicken With Rice And Peas Pilaf,65
Tomato Basil Pasta And Pizza Sauce,40
Matar Keema,65
Foxtail Millet Pilaf,40
Sindhi Kadhi ,70
Togarikaayi Usli,40
Kothavarangai Poriyal,25
Kachcha Kela Masala Sabzi  ,50
Goan Molyacho Ross,50
Coconut Chia Pudding,50
Paneer Frankie,40
Beetroot Paneer Curry  In Coconut Mil,55
Rajasthani Gatte Ka Pulao,70
Paneer Kofta Curry,60
Chia Seeds Shikanji,30
Spiced Coconut Oatmeal With Assorted Fruits,15
Carrot And Capsicum Rice,65
South Indian One Pot Sambar Rice,65
Pineapple and Dill Granita,270
Spicy Lemon Chilli Paneer Tart With Curry Leaves,40
Bajri Roti,45
Chinese style Black Sesame Nai Huang Bao  ,100
Kesar Shrikhand,390
Matki Chi Usal,30
Egg Korma,30
Raw Tomato Chutney,40
Broccoli Rava Idli,30
Mushroom & Goat Cheese Omelette with Spinach,30
Caramel Folded Plum Cake,100
Chole Capsicum Masala,70
Chocolate Ganache Tart,120
Konkani Style Mooga Ghushi,30
Thai Flavoured Vegetable Noodles In Coconut Curry,30
Mambazha Pulissery,60
Mangalorean Style Sonay Sukka,55
Masala Mixed Sprouts Sandwich,40
Sindhi Kuneh Ja Bhee  ,65
Eggless Whole wheat And Orange Almond Cake,45
"Beetroot, Sweet Potato And Oatmeal Cutlet",35
Punjabi Lobia Masala  ,40
Delmonte Beetballs Pasta,60
Chicken Teriyaki Rice Bowl,90
Strawberry Smoothie Bowl with chia seeds and Muesli,25
Oven Roasted Peaches And Cream,50
Karnataka Style Sorakkai Palya,40
Andhra Style Multi Lentil Garelu ,330
Grilled Vegetable and Oat Salad  with Feta Chees,40
Sweet Potato & Peas Cutlet,55
Instant Khaman Dhokla,30
Amritsari Fish Gravy,45
Kachumber Salad,15
Homemade Nachos,35
Moong Dal Palak Cheela ,50
Dhaba Style Egg Curry  in Electric Pressure Cooke,90
Rumali Roti,35
Sabudana Sandige,160
Vendakka,30
Pepper Mushroom Stir Fry,35
Garlic Crust Vegetable Pizza,430
Kashmiri Phool Rogan Josh,80
Arugula Watermelon and Feta Salad,15
Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette,25
Tamil Nadu Style Chicken Salna,55
Bengali Style Labra,40
Dal Banjara ,50
Prawn Balchao,45
Prawn Masala Rice,40
Chicken Keema Paratha,50
Sweet Potato & Neem Leaves Vegetable Curry,50
Kashmiri Style Chokh Vangun,45
South Indian Egg Curry,25
N,180
Toffee Banana  ,70
Instant Gor Kairi Lonche,20
15 Minutes Mexican Fried Rice,15
Bottle Gourd Ice Cream,610
Vazhakkai Varuval,40
Peshawari Kala Chana ,60
Thouthe Kodel,70
Karwar Style Kairichi Udid Methi  ,30
Pepper Murukku,60
Orange Mocktail,20
Raw Mango Carrot Cucumber Salad  With Peanut,15
Chicken And Shrimp Bánh Xèo,65
Kashmiri Chhir Chot,30
Chow Chow Sambar  ,40
Muttaikose Poriyal,45
Basil Pesto Grilled Chicken,90
Menthya Matvadi Palya,135
Goan Sorak Curry,30
Stir Fried Tofu and Celery,25
Ice Wine Panna Cotta,20
Danyachi Amti  ,15
Pacha Payir Kulambu  ,160
Whole Wheat And Ragi Crepe With Muesli And Strawberry,20
Palak Bhajia,35
Chinese Bhel,30
Corn Halwa,25
Thandu Keerai Poriyal,35
Black Eyed Beans Sambar,50
Kovakka Thoran ,25
Chicken Tikki,25
Red Velvet Cake,120
Karatyacho Fodi,35
Jowar Atta Roti,30
Cream Cheese Scrambled Eggs,20
Pavakkai Poriyal,50
Manga Ogre,80
Lobia Masala,45
Lauki Chana Dal ,60
Vietnamese Rice Pocket  With Caramelised Onions & Chillie,30
Mixed Vegetable Samosa,55
Mirchi Pakodi ,40
Lugai Gosht,45
Kalkandu ,40
Shakkarkandi ke Laddu | Sweet Potato Laddu,70
Carrot Chutney ,90
Dal Palak  With Moong & Masoor Da,55
Mumbai Style Pani Puri,30
Spicy Moroccan Eggs,40
Zoodles Salad,20
Paneer Makhana Gulgule Chaat,30
Cheesy Pasta Casserole With Broccoli And Cheese,60
Insalata Caprese Salad,20
Mutton Matar Keema,70
Rajma Wrap  With Carrot Cucumber Sandwich Sprea,60
Palak Chana Dal,50
Apple Pancake Mess,35
French Onion Tart,100
Rajasthani Makki Ka Chatpata Dhokla,40
Garlic And Mushroom Soup,45
South Indian Amaranth Stir Fry ,35
Arbi Ke Meethe Chande,150
Aloo Palak Sabzi ,55
Millet Cottage Cheese Fritters,50
Spicy Whole Wheat Roti Taco Bowls,55
Egyptian Koshari,70
Shakarkandi Ke Gulab Jamun  ,50
Kadai Chicken,45
Vegetable Dhansak ,75
Hayagreeva,45
Burnt Garlic Pasta with Mushroom,50
Tomato Garlic Chutney,30
Neymeen Vatti Pattichathu,45
Moroccan Chickpeas Curry with Quinoa and Coriander Curd,55
Mutton Khurdi,30
Iyengar Style Masala Toast,40
Andhra Style Mutton Curry,60
Delicious Arabic Sweet Kunafa  ,70
Pineapple Carpaccio,205
Churros  With Cinnamon & Sugar | Eggless,30
Buttered Potato Cubes,20
Carrot and Beans Poriyal ,40
Sweet Potato & Green Bean Salad,35
Panchmel Dal ,40
Shikampuri Kebab,55
Chanar Paturi,50
Dum Ke Baingan,40
South Indian Potato & Eggplant Sabzi ,20
Gujarati Kadhi With Milk And Mint,22
Aloo Dum ,60
Healthy Black Bean Burger  Without Bu,80
Chettinad Poondu Rasam  | Spicy Garlic Rasa,40
Tripura Style Tomato Chutney,35
Bonda Mor Kuzhambu,50
Chana Turai/Nenua Chana Sabzi  ,545
Coorg Style Bollari Barthad,30
Spinach Cottage Cheese Cannelloni in Roasted Pepper Sauce,60
Lahsuni Paneer,25
Kandathippili Rasam,25
Mavinakayi Menasinakai Curry,35
Aloo Chaat  With Baked Bean,55
Soft Masala Dosa With Red Chutney,55
"Sweet Potato, Broccoli And Tofu Curry",40
Crispy Crunchy Roti Ke Papad,45
Capsicum Masala Poriyal  ,63
Chicken Manchurian Dry,50
Pepper Tea,7
Cumin Spiced Potato And Leek Soup,70
Bird Lime Stir Fry ,50
Parsi Style Sweet & Spicy Drumsticks Cooked In Coconut Water/Toddy ,50
No Onion And No Garlic Aloo Gajar Matar Ki Sabzi ,30
Lebanese Style Shish Tawook,420
Bengali Bhindi Doi Posto,25
Cajun Kidney beans Rice With Soya Chunks,105
Persian Chicken Kidney Bean Stew,25
Papad er Dalna,65
Cheesy Potato Peas Potli,60
Chettinad Style Chilli Gobhi,50
Pudina Rice,50
Sugar Free Pineapple Dates Cake,65
Kathal Masaledar Sabzi,50
Watermelon And Pumpkin Seeds Podi,35
Delicious Breakfast Anda Ghotala  With Butter Pa,45
Achari Aloo Sabzi,30
Panjiri Ladoo,15
Palak Paneer Bhurji,45
Fujian Style Green Vegetables Stir Fry,25
Petha Wadi Sabzi,65
Jain Style Dal Makhani,40
Adraki Rajma Masala,320
Aloo Methi Masala ,50
Muesli Banana Fritters,20
Spinach and Cottage Cheese Eggless Ravioli,85
Canadian Egg Free Butter Tart  ,95
Beet Carrot and Apple Salad in Orange Mustard Vinaigrette,15
Mango Tomato Bean Salsa,10
Guacamole Soup,25
High Protein Soya Idli & Dosa Batter,480
"Bread, Paneer & Potato Instant Vada",30
Baingan Methi Ka Bharta,50
Boondi Ki Kheer,30
Carrot Beet Amaranth Super Salad,35
Paneer Kundan With,25
Rajasthani Govind Gatta Curry,60
Maheri,70
Tamatar Wali Arbi Sabzi,30
Achari Paratha Roll,70
Garlic Spinach Balls,30
Carrot Matar Paratha,50
Eggplant Potato Alkaline Broth,70
Steamed Sweet Corn  Flavored with Chaat Masala,20
Mustard Egg Curry  ,75
Jalapeno Potato Cheese Balls  With Four Pepper Cheese Di,70
Banan,35
Masala Akki Roti,55
Eggless Wholewheat And Custard Powder Coconut Cookies,60
Oats And Date Cookie,45
Kashmiri Phool Rogan Josh ,80
Kongunadu Special Pattani Biryani  ,105
Jowar Garlic Naan,155
Allahabadi Tehri  ,40
Asian Style Honey Chicken With Vegetables,25
Kale Chane Ki Kadhi,55
Chicken Burrito,50
Anar & Aloo Pakora,45
Healthy Fresh Vegetable Salad Bowl with Sour Yogurt Dressing,15
Badam Nu Gosht,30
Homemade Whole Wheat Pav  / Ladi Pa,100
Potato Bonda  Flavoured With Sambar Powder in Hind,30
Smoked Dhaba Dal,50
"Whole Wheat Pizza With Egg, Bell Peppers And Fresh Basil",50
Gorikayi Palya,35
Zucchini Zoodles with mushroom Meatball,55
Aloo Gajar Matar Sabzi,60
Pakistani Style Tinde Ki Tarkari,30
Fruit Chili Chutne,20
Besan Aur Pyaz Ka Cheela ,50
Potato Bonda  Flavoured With Sambar Powde,30
Leftover Carrot Cake Mini Trifle,60
Vendakkai Poriyal  ,50
Raw Banana Dosa,40
Traditional Steamed Modak  ,65
Cabbage Besan Fry,30
Indian Style Fajitas,30
Homemade Tagliatelle Pasta with Capers and Bell peppers,60
Jeera Rice,30
Dahi Achari Bhindi,55
Broccoli With Lemon Butter Sauce,17
Paasi Paruppu Beans Poriyal,35
Sesame Seeds Chutney ,20
Buckwheat and Oatmeal Chocochip Pancakes  ,30
Banana Cream Pie,315
Raw Jackfruit Kofta Curry,60
Vegetable Biryani  With Chatpata Alo,50
Farali Aaloo Pattice,40
Himachali Pahari Mutton,45
Lagan Ki Machli,55
North Arcot Special Greens Rava Puliyodharai,45
Cho,40
Gujarati Style Multigrain Masala Kadak Puri,60
Strawberry Chutney,30
Ringan Methi Nu Shaak,25
Dahi Baingan,51
Assamese Saaru Maas Diya Adar Jhol,30
Manipuri Style Sana Thongpa,20
Chocolate Honeycomb Bun,120
Pomegranate And Chia Seeds Yogurt Smoothie,5
Creamy Potato Egg Salad  with Herb,45
Brinjal Mor Kuzhambu,55
Arbi Ke Kebab  ,70
No Bake Rice Mawa Cake,70
Phul Gobi Ka Thoran,20
Grave,40
Doodanche Fov  ,35
Egg and Cheesy Garlic Mayo Sandwic,20
 Wheat Phulka Yeas,25
Grapes Muffin,40
Karnataka Style Bassaru Palya,25
Karwar Style Phodni Phov,20
Chinese Bhel,45
Cauliflower And Peas Bhurji,20
Murgh Ajmeri,100
Eggless Banana Pressure Cooker Cake,50
Waldorf Salad,30
Vegan Cashew Mayonnaise,10
Aam Ki Kheer,20
Buddha's Delight  ,35
Lemon Coconut Chia Energy Balls,20
Bhugi Dal Paratha,30
Thai Cucumber Relish,20
Navel Orange Marmalade,90
Kashmiri Style Gushtaba,55
Gujarati Wadi Casserole,65
Sour Sweet Gourd Curry,50
Raw Banana Cutlet,40
Carrot Paruppu Usili,40
Rose Buns With Stuffed Mushroom,47
Scrambled Paneer Sandwich,20
Stuffed Chicken  With Mixed Vegetable,60
Black Bean Soup With Mojo,25
Lauki Raita,30
Chicken Sholay Kebab,30
Eggs Benedict With Caramelised Onion And Hollandaise Sauce,40
Kerala Kadala Curry  ,460
Guava And Papaya Mimosa Drink,10
Crunchy Vegetables Tortilla Wrap,25
Veggie Pearl Millet Tart,65
Bharwa Baingan Aur Pyaaz Ki Sabzi,60
Skillet Potato And Eggs,40
Dahi Suran Ki Sabzi  ,40
Aloo Tikki Stuffed Pita Sandwich,45
Delicious Spicy Chyawanprash Cookies,60
Goan Style Tonak Alsanyache  ,105
Homemade Paneer,70
Avarekalu Tikki,40
Egg Stuffed Paratha,30
Kottambari Tambuli,15
Andhra Style Pappu Charu  ,46
"Peas, Corn & Paneer Savory Hand Pies",50
Coconut Banana Oatmeal Porridge,30
Cucumber Sandwich With Yogurt Dill Spread,15
Chettinad Beetroot Kurma,30
Palak Chole  ,60
Spinach Stir Fry  With Garli,24
Tandoori Gobi Tikka,75
Chickpea Tamarind Broth,45
Peeled Moong Dal,30
Karnataka Style Sabsige Soppu Akki Rotti ,40
Corn And Bell Pepper Sandwich,25
Enduri Pitha With Mango Twist,280
Matar Masala,50
Aloo Gajar Matar Sabzi,60
Potato cabbage fenugreek,35
Tangy Tomato Pie Tart,90
Pudlangai Porial,40
Posto Chicken,100
Kasuri Methi Mach,45
Kerala Style Christmas Plum Cake,160
Masala Karela,45
Kerala Style Chemmeen Moilee,30
Mullu Murukku,50
Peshawari Chole ,50
Pumpkin Sabzi,25
Fennel Potato,25
Thai Fish Cake,30
Millet Potato Paratha,45
Crunchy Carrot Peanut Raita,15
Egg In A Biscuit,40
Baked Potato & Peas Samosa With Phyllo Pastry,60
Eggless Baked Chocolate Chip Coins,45
Carrot Lemon Rice,65
Whole Wheat Homemade English Muffins,150
Roasted Vegetable Flan  In Herbed Sauc,75
Mushroom Biryani,50
Gawar Ki Sabzi,30
Curried Couscous,30
Gujarati Style Lapsi,35
Chilli Egg In Soya Sauce,30
Kale & Leeks Frittata,35
Goan Style Mushroom Vindaloo ,50
Moong Sprouts And Sweet Potato Cutlet,30
Andhra Style Allam Pachadi ,30
Croquettes  With Bhetki Fis,60
Sagu Masala Dosa,55
Mediterranean Tomato Basil Sandwich  With Sweet Piquanté Peppe,25
Vegetable Coconut Milk Soup With Vermicelli Noodles,30
Methi Pakoras,50
Spinach Dates & Banana Smoothie,15
Milagu Jeera Curry Leaf Sadam,25
Chettinad Egg Paniyaram  | Rise Paniyaram,40
Healthy Vegetable Poha Cutlet,55
Evergreen Smoothie,25
Chocolate Nutella Lava Cookies,80
Rasgulla custard pudding,30
Masala Vada Curry,60
Vanilla Flavored Kunafa,50
Karwar Style Madgane  With Oats & Rajgir,55
Leftover Dal Paratha,45
Punjabi Kadhi Pakora,50
Carrot Cake Parfait With Custard And Strawberries,50
Herbed Vegetables In Roasted Bell Pepper Sauce,55
Prawns Coconut Curry,45
Pudina Khara Pongal,30
Tandoori Paneer Tikka Masala,60
Lauki Wadi Tarkari,35
Mushroom and Broccoli Soup,40
Red Lentil Curry Without Coconut,50
Aloo Gobi Sabzi,30
Paneer Matar Butter Masala ,60
Semia Pudding,45
Raw Mango Dhokla  Topped With Sweet Mango Chutne,60
No Onion No Garlic Lauki Paneer Kofta Curry,70
Rajasthani Style Mutton Banjara,50
Ulundagora,45
Creamy Radish Soup  With Sweet Potat,25
Crispy Chicken Nuggets,40
Light And Healthy Spinach Soup,40
Malwani Pumpkin And Raw Mango Curry,40
Sour Pumpkin Vegetable,50
Sweet Chili & Orange Chicken,40
Kashmiri Style Chaman,45
Focaccia Bread with Sweet Onion and Capers,150
Baked Bhakarwadi,60
Gul Poli  ,80
Vatana Bateta Na Rotla,60
Mutton Chaap,180
Lemongrass Tofu and Vegetable Curry,55
Ghee Tooria Per Eda,30
Milagai Podi Uthappam,20
Rajasthani Steel White Mass,55
Eggless Rich Chocolate Brownies,50
Chilled Sweet & Sour Cucumber Noodle Salad,15
Cucumber Neer Dosa,195
Eggless Chocolate Chip And Honey Cookies,45
Red Chilli Coconut Chutney,30
Rajasthani Mirchi Bada,45
Andhra Style Bangaladumpa Vepudu,25
Rabodi capsicum vegetable,40
Awadhi Khatti Arbi Ka Salan,30
Avocado Cheese Chilli Toast,20
